rank,repro_id,family,closure_status,owner,oracle_status,oracle_path,oracle_us,best_compile_us,memcopy_sol_us,launch_adjusted_gap,priority_score_3us,inductor_gap_close_track,gating_strategy,next_action,notes,writeup_path
576,var_mean_mean_935376ba22dc,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,32.03200176358223,15.200000256299973,1.510943461147522,11.649195980330711,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
577,sum_sum_2eb4fbbc04e1,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,75.26399940252304,51.32799968123436,1.385362977546185,11.561150389131145,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
578,sum_sum_c769ee8f5293,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,139.26400244235992,105.15200346708298,1.2529149101986463,11.395087855608711,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
579,pointwise_96ec527020cd,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,29.664000496268272,10.239999741315842,1.3338129874687303,11.392110556300514,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
580,sum_sum_cd0753365f8e,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,39.87200185656548,21.40799909830093,1.4547578505662315,11.18302833995604,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
581,pointwise_17498cde41e8,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,46.84799909591675,28.64000014960766,1.4806573601263928,10.797009046843652,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
582,sum_sum_ab550e4e948e,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,28.063999488949776,11.071999557316303,1.3981666056145543,10.723704159323791,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
583,sum_sum_e106b4fbe172,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,51.10400170087814,28.991999104619023,1.345125366005417,10.72275249475376,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
584,var_mean_7b0bd4f35599,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,46.879999339580536,28.79999950528145,1.4742138386447003,10.599788622795884,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
585,mean_53257b9cde07,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,31.96800127625465,17.184000462293625,1.583828802222587,10.553310508593585,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
586,var_mean_c48b435e6a2b,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,46.78399860858917,28.79999950528145,1.4711949476860569,10.487996029330509,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
587,amax_sum_8764401930db,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,22.336000576615334,10.17600018531084,1.69520342004218,10.38927502599328,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
588,var_mean_d158ce08e24a,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,20.320000126957893,8.895999751985073,1.708137235255668,10.03864333767966,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
589,sum_sum_a114cf26ba31,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,40.352001786232,22.495999932289124,1.416058460208961,9.994274624428364,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
590,sum_6e4aebb044dd,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,32.896000891923904,15.104000456631184,1.3647527492837388,9.873253795786724,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
591,mean_74636cde8a79,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,30.46399913728237,16.448000445961952,1.5664334861534674,9.795350402034863,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
592,var_mean_13eb1aa0a32d,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,30.23999929428101,16.287999227643013,1.5678142111775852,9.776288707036224,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
593,sum_sum_bc769517a232,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,38.46399858593941,21.27999998629093,1.4099706233602929,9.551253334509562,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
594,var_mean_dd2f7ee1cf42,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,32.6399989426136,18.303999677300453,1.5321066202132798,9.4596882319498,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
595,pointwise_57287c224f10,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,19.999999552965164,8.927999995648861,1.676726991973578,9.392506328914932,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
596,pointwise_a12dc8b8a059,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,17.184000462293625,7.040000054985285,1.711553821532206,9.197318945659376,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
597,sum_sum_04bdad42e9ef,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,19.45599913597107,8.63999966531992,1.6714776370602524,9.153410054626738,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
598,var_mean_dc2d388af48f,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,25.536000728607178,13.120000250637531,1.5841191272684536,9.046562289831297,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
599,pointwise_3bd84c5c45de,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,21.43999934196472,10.111999697983263,1.635143367587354,9.029521485617488,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
600,var_mean_cad253ba584f,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,27.712000533938408,13.248000293970108,1.439734004088718,9.01192790099075,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
601,var_mean_mean_25b1bb0b8d63,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,26.464000344276428,10.623999871313572,1.3485528188858986,9.006256831375845,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
602,pointwise_b0c74cbb35c4,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,25.50400048494339,13.120000250637531,1.582134000521168,8.998841586610661,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
603,mean_a83e003db20c,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,21.43999934196472,10.143999941647053,1.6311624647860514,8.957009859232091,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
604,amax_sum_11133e3f9217,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,29.600000008940697,16.416000202298164,1.5245158477819294,8.661436052219244,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
605,sum_sum_sum_bedefd130db8,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,46.27199843525887,26.528000831604004,1.3024092927316506,8.623384438942203,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
606,mean_27e29b31cd8d,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,22.495999932289124,11.071999557316303,1.5986356338813996,8.615669168534598,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
607,var_mean_32352a093910,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,46.9760000705719,28.83199974894524,1.3486449359541697,8.55244831555152,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
608,sum_sum_98c4811f6ddf,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,18.17600056529045,8.031999692320824,1.6475708005994991,8.417088016210421,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
609,pointwise_1383c536f620,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,18.400000408291817,8.191999979317188,1.6440314905553084,8.414750752953,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
610,var_mean_6084e124876c,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,19.231999292969704,8.86400043964386,1.6210383159381458,8.233583180636275,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
611,pointwise_27183a793fcd,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,38.36800158023834,20.38400061428547,1.305744649405744,8.197598992952258,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
612,var_mean_617b759d99fa,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,34.591998904943466,19.1040001809597,1.377947683858766,8.127074601255218,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
613,var_mean_a8fd2a07cabc,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,52.928000688552856,35.679999738931656,1.368355766437105,8.10590934920201,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
614,mean_ddf2440c0a00,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,18.079999834299088,8.0960001796484,1.6294159644535977,8.095247846314336,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
615,sum_97633bc3e047,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,46.84799909591675,29.08799983561039,1.3351572992305842,8.08574430397908,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
616,var_mean_e603cd44b9cd,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,18.20800080895424,8.191999979317188,1.626876415529183,8.084431884859733,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
617,var_mean_c7f1676ab603,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,47.231998294591904,29.40800040960312,1.3339357701143146,8.08236330996411,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
618,sum_86b5dc92d54f,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,30.527999624609947,12.35199999064207,1.2536136512952192,8.06207829349502,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
619,var_mean_3f319cc01bd1,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,21.31200022995472,10.495999827980995,1.579134595553933,7.986595566153785,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
620,sum_837a32994d31,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,57.11999908089638,37.79200091958046,1.304347777709254,7.942354706702484,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
621,var_mean_c8869fd6a3b6,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,44.03200000524521,28.48000079393387,1.398729316859804,7.890226730074802,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
622,sum_sum_9891e3d83122,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,34.46400165557861,19.328000023961067,1.3607075814503555,7.623060235362094,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
623,sum_d1285877843f,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,87.67999708652496,64.51199948787689,1.2434762554364915,7.599932917225382,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
624,sum_sum_ed9e2feedf2a,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,35.711999982595444,20.38400061428547,1.3535475724352195,7.546087556888395,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
625,sum_sum_975c7af7df3e,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,53.69599908590317,36.83200106024742,1.3480618009797178,7.540002098294119,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
626,pointwise_26086f65d617,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,38.52799907326698,24.447999894618988,1.403672370343464,7.270593749303419,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
627,var_mean_cff5d49516af,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,34.55999866127968,21.247999742627144,1.4252721473154917,7.236714665797854,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
628,var_mean_d4fb0346ff2a,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,34.4959981739521,21.247999742627144,1.4226327342502123,7.164395917634134,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
629,var_mean_bfff119087f0,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,34.432001411914825,21.247999742627144,1.4199934748178242,7.092373074411356,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
630,var_mean_9b424e0dd1da,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,21.43999934196472,11.04000024497509,1.527065453552117,7.085977599976041,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
631,any_amax_sum_2da4fabb8348,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,20.191999152302746,10.111999697983263,1.5399633631328131,7.063824695205974,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
632,var_mean_abb7e67d11ad,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,34.432001411914825,21.27999998629093,1.4181219699899488,7.048046199929907,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
633,pointwise_a5ce2f1040ee,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,16.16000011563301,7.199999876320362,1.5843137560372904,6.951496471428573,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
634,var_mean_sum_mean_c177cfce7234,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,22.23999984562397,10.17600018531084,1.3748763347455786,6.840107788344022,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
635,sum_sum_28e704df4454,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,33.63199904561043,19.200000911951065,1.334603088433243,6.819194285182562,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
636,mean_432300e645a8,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,46.59200087189674,31.5839983522892,1.34721267325103,6.735150137014241,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
637,pointwise_6b84ffe7cd3b,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,14.495999552309511,6.144000217318535,1.585301750633646,6.62794082974581,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
638,sum_2bcc7099936f,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,69.5360004901886,48.09600114822388,1.2178786445949148,6.6161283239786846,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
639,sum_sum_sum_3ec568a7ba04,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,32.54399821162224,14.751999638974668,1.2165071266003338,6.611456203709691,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
640,var_mean_d3bbb85efc8c,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,34.01599824428558,21.27999998629093,1.400988396354688,6.5884987639515336,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
641,sum_sum_1cea644c8da6,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,90.01599997282028,68.12799721956253,1.214332011509747,6.385923117456903,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
642,var_mean_any_e86b9ea56684,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,17.376000061631203,6.752000190317631,1.362609771196874,6.305790996760923,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
643,var_mean_mean_e8eb2875e359,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,20.12800052762032,8.86400043964386,1.3541442365634495,6.228228077423063,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
644,sum_79c6d0673ca2,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,30.527999624609947,11.264000087976456,1.1623514895808096,6.133395812334073,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
645,mean_42b19743bdd2,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,25.15199966728688,14.495999552309511,1.4375857516506825,6.086660101918253,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
646,sum_6f056653b0d6,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,91.96799993515016,71.99999690055847,1.226240049810793,5.991997812223129,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
647,mean_f5b5cccf92a8,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,23.48800003528595,13.27999960631132,1.4427518798084171,5.929796858202636,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
648,amax_sum_sum_846668f0b88f,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,21.503999829292297,10.080000385642052,1.3373133901472647,5.929024439772018,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
649,var_mean_1bab7e80cec1,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,40.89599847793579,27.55199931561947,1.3385702865287783,5.894038400043615,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
650,sum_sum_609200a71825,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,26.59199945628643,12.319999746978285,1.2472795390185385,5.851867122450396,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
651,sum_sum_0324c264adf7,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,385.2800130844116,345.2799916267395,1.1062364257126949,5.851206009691063,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
652,sum_sum_53431ef91176,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,44.76799815893173,23.48800003528595,1.1631676916932097,5.843814152103786,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
653,amax_sum_sum_f2d78a465cb5,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,21.56800031661988,10.17600018531084,1.3333333376322176,5.843428200077983,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
654,pointwise_a80f6127c2d6,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,33.663999289274216,21.56800031661988,1.3702376609992568,5.842488907398879,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
655,var_mean_4df459ab207d,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,34.272000193595886,20.479999482631683,1.2942598513294912,5.788012783170946,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
656,pointwise_d619d8716902,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,15.359999611973764,7.135999854654074,1.5153906701094737,5.777695088987684,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
657,pointwise_bd6cd7133361,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,15.00799972563982,6.87999976798892,1.5190283479829176,5.770288542869931,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
658,mean_7639bfb9be38,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,17.343999817967415,8.63999966531992,1.4900343914649694,5.734422352162645,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
659,sum_sum_a793eef69186,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,32.15999901294708,20.416000857949257,1.3734197913658437,5.732277227782623,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
660,var_mean_f3432607acca,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,28.31999957561493,17.311999574303627,1.394249712935308,5.686071391928303,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
661,mean_289ef979584b,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,25.567999109625816,15.104000456631184,1.4122844931911551,5.668224392106724,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
662,mean_mean_50d3de630629,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,31.71199932694435,10.239999741315842,1.1229461620903942,5.662182609247178,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
663,pointwise_806dab5e6b67,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,38.01599889993668,25.34399926662445,1.3412362363663046,5.657757092476425,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
664,var_mean_81e1858d9aa4,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,28.031999245285988,17.184000462293625,1.3888227607630836,5.5407554494715,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
